Position,Name + ID,Name,ID,Game,Time,TeamAbbrev,Salary
C,Jeremiah Robinson-Earl + 1176176,Jeremiah Robinson-Earl,1176176,OKC @ DET,2022-10-11 23:00:00+00:00,OKC,4500.0
PF/C,Marko Simonovic + 1257429,Marko Simonovic,1257429,MIL @ CHI,2022-10-12 00:00:00+00:00,CHI,4400.0
SF,Marjon Beauchamp + 1357744,Marjon Beauchamp,1357744,MIL @ CHI,2022-10-12 00:00:00+00:00,MIL,4400.0
PG/SG,Donte DiVincenzo + 887915,Donte DiVincenzo,887915,POR @ GSW,2022-10-12 02:00:00+00:00,GSW,4400.0
SG,Pat Spencer + 1176145,Pat Spencer,1176145,POR @ GSW,2022-10-12 02:00:00+00:00,GSW,4400.0
SF,Jared Rhoden + 1134653,Jared Rhoden,1134653,POR @ GSW,2022-10-12 02:00:00+00:00,POR,4400.0
C,Greg Brown + 1243740,Greg Brown,1243740,POR @ GSW,2022-10-12 02:00:00+00:00,POR,4400.0
PG/SG,Jalen Suggs + 1241585,Jalen Suggs,1241585,MEM @ ORL,2022-10-11 23:00:00+00:00,ORL,4400.0
SG/SF,Ziaire Williams + 1231313,Ziaire Williams,1231313,MEM @ ORL,2022-10-11 23:00:00+00:00,MEM,4400.0
C,Walker Kessler + 1243728,Walker Kessler,1243728,SAS @ UTA,2022-10-12 01:00:00+00:00,UTA,4400.0
SG/SF,Malaki Branham + 1325163,Malaki Branham,1325163,SAS @ UTA,2022-10-12 01:00:00+00:00,SAS,4400.0
SG,Jaden Ivey + 1231418,Jaden Ivey,1231418,OKC @ DET,2022-10-11 23:00:00+00:00,DET,4400.0
SF/PF,Kenrich Williams + 843742,Kenrich Williams,843742,OKC @ DET,2022-10-11 23:00:00+00:00,OKC,4400.0
PG/SG,Ayo Dosunmu + 1133782,Ayo Dosunmu,1133782,MIL @ CHI,2022-10-12 00:00:00+00:00,CHI,4300.0
PG,Lindell Wigginton + 1060959,Lindell Wigginton,1060959,MIL @ CHI,2022-10-12 00:00:00+00:00,MIL,4300.0
PF,Patrick Baldwin Jr. + 1324451,Patrick Baldwin Jr.,1324451,POR @ GSW,2022-10-12 02:00:00+00:00,GSW,4300.0
C,Olivier Sarr + 1060956,Olivier Sarr,1060956,POR @ GSW,2022-10-12 02:00:00+00:00,POR,4300.0
C,Bol Bol + 1134730,Bol Bol,1134730,MEM @ ORL,2022-10-11 23:00:00+00:00,ORL,4300.0
SF,Ochai Agbaji + 1132831,Ochai Agbaji,1132831,SAS @ UTA,2022-10-12 01:00:00+00:00,UTA,4300.0
SF,Dominick Barlow + 1419291,Dominick Barlow,1419291,SAS @ UTA,2022-10-12 01:00:00+00:00,SAS,4300.0
SG/SF,Romeo Langford + 1138654,Romeo Langford,1138654,SAS @ UTA,2022-10-12 01:00:00+00:00,SAS,4300.0
SG/SF,Hamidou Diallo + 970444,Hamidou Diallo,970444,OKC @ DET,2022-10-11 23:00:00+00:00,DET,4300.0
PG/SG,Trey Burke + 605708,Trey Burke,605708,OKC @ DET,2022-10-11 23:00:00+00:00,OKC,4300.0
SF/PF,Patrick Williams + 1174904,Patrick Williams,1174904,MIL @ CHI,2022-10-12 00:00:00+00:00,CHI,4200.0
PG,Luca Vildoza + 1183278,Luca Vildoza,1183278,MIL @ CHI,2022-10-12 00:00:00+00:00,MIL,4200.0
SF/PF,Jonathan Kuminga + 1271708,Jonathan Kuminga,1271708,POR @ GSW,2022-10-12 02:00:00+00:00,GSW,4200.0
SF,Anthony Lamb + 950331,Anthony Lamb,950331,POR @ GSW,2022-10-12 02:00:00+00:00,GSW,4200.0
PF,Jabari Walker + 1232517,Jabari Walker,1232517,POR @ GSW,2022-10-12 02:00:00+00:00,POR,4200.0
SG,Gary Harris + 712593,Gary Harris,712593,MEM @ ORL,2022-10-11 23:00:00+00:00,ORL,4200.0
C,Xavier Tillman + 1078665,Xavier Tillman,1078665,MEM @ ORL,2022-10-11 23:00:00+00:00,MEM,4200.0
PG,Jared Butler + 1134886,Jared Butler,1134886,SAS @ UTA,2022-10-12 01:00:00+00:00,UTA,4200.0
SF/PF,Jeremy Sochan + 1342728,Jeremy Sochan,1342728,SAS @ UTA,2022-10-12 01:00:00+00:00,SAS,4200.0
PG,Kemba Walker + 462980,Kemba Walker,462980,OKC @ DET,2022-10-11 23:00:00+00:00,DET,4200.0
C,Mike Muscala + 520388,Mike Muscala,520388,OKC @ DET,2022-10-11 23:00:00+00:00,OKC,4200.0
SG/SF,Dalen Terry + 1239611,Dalen Terry,1239611,MIL @ CHI,2022-10-12 00:00:00+00:00,CHI,4100.0
SG/SF,Wesley Matthews + 295809,Wesley Matthews,295809,MIL @ CHI,2022-10-12 00:00:00+00:00,MIL,4100.0
C,Kevon Looney + 846499,Kevon Looney,846499,POR @ GSW,2022-10-12 02:00:00+00:00,GSW,4100.0
SG/SF,Moses Moody + 1231366,Moses Moody,1231366,POR @ GSW,2022-10-12 02:00:00+00:00,GSW,4100.0
PG/SG,Shaedon Sharpe + 1371494,Shaedon Sharpe,1371494,POR @ GSW,2022-10-12 02:00:00+00:00,POR,4100.0
SF/PF,Jonathan Isaac + 940823,Jonathan Isaac,940823,MEM @ ORL,2022-10-11 23:00:00+00:00,ORL,4100.0
PG,Leandro Bolmaro + 1257425,Leandro Bolmaro,1257425,SAS @ UTA,2022-10-12 01:00:00+00:00,UTA,4100.0
PF,Joe Wieskamp + 1141061,Joe Wieskamp,1141061,SAS @ UTA,2022-10-12 01:00:00+00:00,SAS,4100.0
C,Nerlens Noel + 699947,Nerlens Noel,699947,OKC @ DET,2022-10-11 23:00:00+00:00,DET,4100.0
C,Marquese Chriss + 884141,Marquese Chriss,884141,OKC @ DET,2022-10-11 23:00:00+00:00,OKC,4100.0
PF,Kostas Antetokounmpo + 950367,Kostas Antetokounmpo,950367,MIL @ CHI,2022-10-12 00:00:00+00:00,CHI,4000.0
PG,Lonzo Ball + 946714,Lonzo Ball,946714,MIL @ CHI,2022-10-12 00:00:00+00:00,CHI,4000.0
SF/PF,Justin Lewis + 1232475,Justin Lewis,1232475,MIL @ CHI,2022-10-12 00:00:00+00:00,CHI,4000.0
PG/SF,Joe Ingles + 553306,Joe Ingles,553306,MIL @ CHI,2022-10-12 00:00:00+00:00,MIL,4000.0
PF/C,JaMychal Green + 460833,JaMychal Green,460833,POR @ GSW,2022-10-12 02:00:00+00:00,GSW,4000.0
SF,Jerome Robinson + 893002,Jerome Robinson,893002,POR @ GSW,2022-10-12 02:00:00+00:00,GSW,4000.0
PG,Lester Quinones + 1175110,Lester Quinones,1175110,POR @ GSW,2022-10-12 02:00:00+00:00,GSW,4000.0
PG,Quinndary Weatherspoon + 886418,Quinndary Weatherspoon,886418,POR @ GSW,2022-10-12 02:00:00+00:00,GSW,4000.0
PG,Isaiah Miller + 1066709,Isaiah Miller,1066709,POR @ GSW,2022-10-12 02:00:00+00:00,POR,4000.0
C,Jaren Jackson Jr. + 1078662,Jaren Jackson Jr.,1078662,MEM @ ORL,2022-10-11 23:00:00+00:00,MEM,4000.0
PG,Markelle Fultz + 946824,Markelle Fultz,946824,MEM @ ORL,2022-10-11 23:00:00+00:00,ORL,4000.0
SG,Danny Green + 295922,Danny Green,295922,MEM @ ORL,2022-10-11 23:00:00+00:00,MEM,4000.0
SF,Admiral Schofield + 887494,Admiral Schofield,887494,MEM @ ORL,2022-10-11 23:00:00+00:00,ORL,4000.0
PF/C,Killian Tillie + 955890,Killian Tillie,955890,MEM @ ORL,2022-10-11 23:00:00+00:00,MEM,4000.0
C,Udoka Azubuike + 944169,Udoka Azubuike,944169,SAS @ UTA,2022-10-12 01:00:00+00:00,UTA,4000.0
PG/SG,Tommy Kuhse + 955997,Tommy Kuhse,955997,SAS @ UTA,2022-10-12 01:00:00+00:00,SAS,4000.0
PG,Jordan Hall + 1235098,Jordan Hall,1235098,SAS @ UTA,2022-10-12 01:00:00+00:00,SAS,4000.0
PG,Blake Wesley + 1325125,Blake Wesley,1325125,SAS @ UTA,2022-10-12 01:00:00+00:00,SAS,4000.0
PG/SG,Stanley Umude + 1066839,Stanley Umude,1066839,OKC @ DET,2022-10-11 23:00:00+00:00,DET,4000.0
PG/SG,Jules Bernard + 1134770,Jules Bernard,1134770,OKC @ DET,2022-10-11 23:00:00+00:00,DET,4000.0
SG,Buddy Boeheim + 1140338,Buddy Boeheim,1140338,OKC @ DET,2022-10-11 23:00:00+00:00,DET,4000.0
C,Jalen Duren + 1344765,Jalen Duren,1344765,OKC @ DET,2022-10-11 23:00:00+00:00,DET,4000.0
SG/SF,David Nwaba + 787141,David Nwaba,787141,OKC @ DET,2022-10-11 23:00:00+00:00,OKC,4000.0
SG,Robert Woodard II + 1134190,Robert Woodard II,1134190,OKC @ DET,2022-10-11 23:00:00+00:00,OKC,4000.0
PF,Eugene Omoruyi + 945123,Eugene Omoruyi,945123,OKC @ DET,2022-10-11 23:00:00+00:00,OKC,4000.0
C,Chet Holmgren + 1343009,Chet Holmgren,1343009,OKC @ DET,2022-10-11 23:00:00+00:00,OKC,4000.0
